,Name,Category,Year,Link,Name_right,Profession,Birth Info,Description,Birthplace,Birthdate,Age,Pronouns
68,Alan Stern ,ICONS AND THINKERS,2007,"content.time.com/time/specials/2007/time100/article/0,28804,1595326_1595329_1615991,00.html",Null,Null,"Born: November 22, 1957 (age 63 years), New Orleans, LA",Sol Alan Stern is an American engineer and planetary scientist. He is the principal investigator of the New Horizons mission to Pluto and the Chief Scientist at Moon Express. ,"New Orleans, LA","November 22, 1957",63,He
69,Tullis Onstott ,ICONS AND THINKERS,2007,"content.time.com/time/specials/2007/time100/article/0,28804,1595326_1595329_1615985,00.html",Null,Null,"Born: 1955 (age 65 years), United States","Tullis Onstott is a professor of geosciences at Princeton University who has done research into endolithic life deep under the Earth's surface. In 2007, Onstott was listed among Time Magazine's 100 most influential people in the world. ",United States,1955,65,
70,Svante Pääbo ,ICONS AND THINKERS,2007,"content.time.com/time/specials/2007/time100/article/0,28804,1595326_1595329_1616144,00.html",Null,Null,"Born: April 20, 1955 (age 65 years), Stockholm, Sweden","Svante Pääbo is a Swedish geneticist specialising in the field of evolutionary genetics. As one of the founders of paleogenetics, he has worked extensively on the neanderthal genome. ","Stockholm, Sweden","April 20, 1955",65,he
71,Steven Nissen ,ICONS AND THINKERS,2007,"content.time.com/time/specials/2007/time100/article/0,28804,1595326_1595329_1616143,00.html",Null,Null,"Born: 1948 (age 72 years), Toledo, OH","Steven E. Nissen, is a cardiologist, researcher and patient advocate. He was chairman of cardiovascular medicine at the Cleveland Clinic, in Cleveland, Ohio. ","Toledo, OH",1948,72,He
72,Richard Dawkins ,ICONS AND THINKERS,2007,"content.time.com/time/specials/2007/time100/article/0,28804,1595326_1595329_1616137,00.html",Null,Null,"Born: March 26, 1941 (age 79 years), Nairobi, Kenya","Richard Dawkins FRS FRSL is a British ethologist, evolutionary biologist, and author. He is an emeritus fellow of New College, Oxford, and was the University of Oxford's Professor for Public Understanding of Science from 1995 until 2008. ","Nairobi, Kenya","March 26, 1941",79,He
73,"Chris Anderson
 ",ICONS AND THINKERS,2007,"content.time.com/time/specials/2007/time100/article/0,28804,1595326_1595329_1616107,00.html",Null,Null,"Born: 1957 (age 63 years), Pakistan","Chris Anderson is a British-American businessman who is the head of TED, a non-profit organization that provides idea-based talks and hosts an annual conference in Vancouver, British Columbia, Canada. Previously he founded Future Publishing. ",Pakistan,1957,63,he
74,Paul Allen ,ICONS AND THINKERS,2007,"content.time.com/time/specials/2007/time100/article/0,28804,1595326_1595329_1616322,00.html",Null,Null,"Born: January 21, 1953, Seattle, WA","Paul Gardner Allen was an American business magnate, investor, and philanthropist. He was best known for co-founding Microsoft Corporation with childhood friend Bill Gates in 1975, which helped spark ... ",,"January 21, 1953, Seattle,",,He
75,Monty Jones ,ICONS AND THINKERS,2007,"content.time.com/time/specials/2007/time100/article/0,28804,1595326_1595329_1616316,00.html",Null,Null,"Born: February 5, 1951 (age 69 years), Freetown, Sierra Leone","Monty Jones is a plant breeder and the Minister of Agriculture, Forestry and Food Security of Sierra Leone. He previously held the position of Special Adviser to the President of Sierra Leone and Ambassador-at-large until his appointment to cabinet. ","Freetown, Sierra Leone","February 5, 1951",69,He
76,Klaus Schwab ,ICONS AND THINKERS,2007,"content.time.com/time/specials/2007/time100/article/0,28804,1595326_1595329_1616308,00.html",Null,Null,"Born: March 30, 1938 (age 82 years), Ravensburg, Germany","Klaus Martin Schwab is a German engineer and economist best known as the founder and executive chairman of the World Economic Forum. His wife and first collaborator, Hilde, co-founded the Schwab Foundation for Social Entrepreneurship with him. ","Ravensburg, Germany","March 30, 1938",82,His
77,Nora Volkow ,ICONS AND THINKERS,2007,"content.time.com/time/specials/2007/time100/article/0,28804,1595326_1595329_1616091,00.html",Null,Null,"Born: March 27, 1956 (age 64 years), Mexico City, Mexico","Nora Volkow is a Mexican-American psychiatrist. She is currently the director of the National Institute on Drug Abuse, which is part of the National Institutes of Health. Volkow is the first person from the NIH to visit the Dalai Lama at his residence in Dharamshala, Himachal Pradesh, India. ","Mexico City, Mexico","March 27, 1956",64,She
78,Frans de Waal ,ICONS AND THINKERS,2007,"content.time.com/time/specials/2007/time100/article/0,28804,1595326_1595329_1616472,00.html",Null,Null,"Born: October 29, 1948 (age 72 years), 's-Hertogenbosch, Netherlands","Franciscus Bernardus Maria ""Frans"" de Waal is a Dutch primatologist and ethologist. He is the Charles Howard Candler Professor of Primate Behavior in the Department of Psychology at Emory University in ... ","'s-Hertogenbosch, Netherlands","October 29, 1948",72,He
79,Douglas Melton ,ICONS AND THINKERS,2007,"content.time.com/time/specials/2007/time100/article/0,28804,1595326_1595329_1616837,00.html",Null,Null,"Born: September 26, 1953 (age 67 years), Chicago, IL","Douglas A. Melton is the Xander University Professor at Harvard University, and an investigator at the Howard Hughes Medical Institute. ","Chicago, IL","September 26, 1953",67,
80,Kari Stefansson ,ICONS AND THINKERS,2007,"content.time.com/time/specials/2007/time100/article/0,28804,1595326_1595329_1616840,00.html",Null,Null,"Born: April 6, 1949 (age 71 years), Iceland",Kári Stefánsson is an Icelandic neurologist and founder and CEO of Reykjavik-based biopharmaceutical company deCODE genetics. In Iceland he has pioneered the use of population-scale genetics to understand variation in the sequence of the human genome. ,Iceland,"April 6, 1949",71,he
81,Richard Branson ,TITANS,2007,"content.time.com/time/specials/2007/time100/article/0,28804,1595326_1615737_1616195,00.html",Null,Null,"Born: July 18, 1950 (age 70 years), Blackheath, London, United Kingdom","Sir Richard Charles Nicholas Branson is an English business magnate, investor, author and former philanthropist. In the 1970s he founded the Virgin Group, which today controls more than 400 companies in various fields. Branson expressed his desire to become an entrepreneur at a young age. ","Blackheath, London, United Kingdom","July 18, 1950",70,he
82,Cyril Ramaphosa ,TITANS,2007,"content.time.com/time/specials/2007/time100/article/0,28804,1595326_1615737_1615731,00.html",Null,Null,"Born: November 17, 1952 (age 68 years), Soweto, South Africa",Matamela Cyril Ramaphosa is a South African politician serving as President of South Africa since 2018 and President of the African National Congress since 2017. ,"Soweto, South Africa","November 17, 1952",68,
83,Erik Lie ,TITANS,2007,"content.time.com/time/specials/2007/time100/article/0,28804,1595326_1615737_1615726,00.html",Null,Null,"Place of birth: Porsgrunn, Norway",Erik Lie is a Norwegian finance professor at the University of Iowa who published a report about options backdating that led to many investigations by the SEC into the potentially illegal practice. He was the subject of profile in Business Week for his contribution to uncovering options backdating scandals. ,,,,He
84,Pony Ma ,TITANS,2007,"content.time.com/time/specials/2007/time100/article/0,28804,1595326_1615737_1615710,00.html",Null,Null,"Born: October 29, 1971 (age 49 years), Chaoyang, Shantou, China","Ma Huateng, also known as Pony Ma, is a Chinese business magnate, investor and philanthropist. He is the founder, chairman and chief executive officer of Tencent, Asia's most valuable company, one of ... ","Chaoyang, Shantou, China","October 29, 1971",49,He
85,Chad Hurley & Steve Chen ,TITANS,2007,"content.time.com/time/specials/2007/time100/article/0,28804,1595326_1615737_1615691,00.html",Null,Null,"Born: January 24, 1977 (age 43 years), Reading, PA","Chad Meredith Hurley is an American media mogul, co-founder and former CEO of the video-sharing websites YouTube and MixBit. In June 2006, he was voted 28th on Business 2.0's ""50 People Who Matter Now"" list. In October 2006, he and Steve Chen sold YouTube for $1.65 billion to Google. ","Reading, PA","January 24, 1977",43,he
86,Katsuaki Watanabe ,TITANS,2007,"content.time.com/time/specials/2007/time100/article/0,28804,1595326_1615737_1615688,00.html",Null,Null,"Born: February 13, 1942 (age 78 years), Mie, Japan","Katsuaki Watanabe is senior advisor at Toyota Motor Corporation. He was president and CEO of the company before Akio Toyoda assumed those positions on June 23, 2009. Watanabe, who earned a degree in economics from Tokyo's Keio University, joined Toyota upon graduating from that university in 1964. ","Mie, Japan","February 13, 1942",78,He
87,Bernard Arnault ,TITANS,2007,"content.time.com/time/specials/2007/time100/article/0,28804,1595326_1615737_1615680,00.html",Null,Null,"Born: March 5, 1949 (age 71 years), Roubaix, France","Bernard Jean Étienne Arnault is a French billionaire businessman and art collector. He is the chairman and chief executive of LVMH Moët Hennessy – Louis Vuitton SE, the world's largest luxury-goods company. In April 2018, he became the richest person in fashion, topping Zara's Amancio Ortega. ","Roubaix, France","March 5, 1949",71,He
88,Clara Furse ,TITANS,2007,"content.time.com/time/specials/2007/time100/article/0,28804,1595326_1615737_1615532,00.html",Null,Null,"Born: September 16, 1957 (age 63 years), Canada","Dame Clara Hedwig Frances Furse DBE was the chief executive of the London Stock Exchange between January 2001 and May 2009, and was the first woman to occupy the position. In 2005, she was ranked 19th in Fortune magazine's most powerful women in business list. ",Canada,"September 16, 1957",63,she
89,Ken Lewis ,TITANS,2007,"content.time.com/time/specials/2007/time100/article/0,28804,1595326_1615737_1615533,00.html",Null,Null,"Born: April 9, 1947 (age 73 years), Meridian, MS","Kenneth D. ""Ken"" Lewis is the former CEO, president, and chairman of Bank of America, the second largest bank in the United States and twelfth largest by total asset in the world. ","Meridian, MS","April 9, 1947",73,
90,Lakshmi Mittal ,TITANS,2007,"content.time.com/time/specials/2007/time100/article/0,28804,1595326_1615737_1615526,00.html",Null,Null,"Born: June 15, 1950 (age 70 years), Sadulpur, India","Lakshmi Niwas Mittal is an Indian steel magnate, based in the United Kingdom. He is the chairman and CEO of ArcelorMittal, the world's largest steelmaking company. Mittal owns 38% of ArcelorMittal and holds a 20% stake in Queens Park Rangers F.C.. ","Sadulpur, India","June 15, 1950",70,He
91,Shigeru Miyamoto ,TITANS,2007,"content.time.com/time/specials/2007/time100/article/0,28804,1595326_1615737_1615521,00.html",Null,Null,"Born: November 16, 1952 (age 68 years), Sonobe","Shigeru Miyamoto is a Japanese video game designer, producer and game director at Nintendo, where he serves as one of its representative directors. He is the creator of some of the most acclaimed and best-selling game franchises of all time, including Mario and The Legend of Zelda. ",Sonobe,"November 16, 1952",68,he
92,Rhonda Byrne ,TITANS,2007,"content.time.com/time/specials/2007/time100/article/0,28804,1595326_1615737_1615871,00.html",Null,Null,"Born: 1945 (age 75 years), Melbourne, Australia","Rhonda Byrne is an Australian television writer and producer. Her New Thought book The Secret is based on the law of attraction. She wrote several sequels to the book, including The Power, The Magic and Hero, as well as other books that relate to The Secret. ","Melbourne, Australia",1945,75,Her
93,Steven Cohen ,TITANS,2007,"content.time.com/time/specials/2007/time100/article/0,28804,1595326_1615737_1615873,00.html",Null,Null,"Born: June 11, 1956 (age 64 years), Great Neck, NY","Steven A. Cohen is an American billionaire hedge fund manager and majority owner of the New York Mets of Major League Baseball. He is the founder of hedge fund Point72 Asset Management and now-closed S.A.C. Capital Advisors, both based in Stamford, Connecticut. ","Great Neck, NY","June 11, 1956",64,He
94,Steve Jobs ,TITANS,2007,"content.time.com/time/specials/2007/time100/article/0,28804,1595326_1615737_1615876,00.html",Null,Null,"Born: February 24, 1955, San Francisco, CA","Steven Paul Jobs was an American business magnate, industrial designer, investor, and media proprietor. ",,"February 24, 1955, San Francisco,",,
95,Philip Rosedale ,TITANS,2007,"content.time.com/time/specials/2007/time100/article/0,28804,1595326_1615737_1615877,00.html",Null,Null,"Born: September 29, 1968 (age 52 years), San Diego, CA","Philip Rosedale is an American entrepreneur who founded Linden Lab, which develops and hosts the virtual world Second Life. ","San Diego, CA","September 29, 1968",52,
96,Ho Ching ,TITANS,2007,"content.time.com/time/specials/2007/time100/article/0,28804,1595326_1615737_1615992,00.html",Null,Null,"Born: March 27, 1953 (age 67 years), Colony of Singapore","Ho Ching is a Singaporean business executive—the chief executive officer of Temasek Holdings. She is married to the current prime minister of Singapore, Lee Hsien Loong. ",Colony of Singapore,"March 27, 1953",67,She
97,Indra Nooyi ,TITANS,2007,"content.time.com/time/specials/2007/time100/article/0,28804,1595326_1615737_1615996,00.html",Null,Null,"Born: October 28, 1955 (age 65 years), Chennai, India",Indra Nooyi is an Indian-American business executive and former chairperson and chief executive officer of PepsiCo. She has consistently ranked among the world's 100 most powerful women. ,"Chennai, India","October 28, 1955",65,She
98,Stephen Schwarzman ,TITANS,2007,"content.time.com/time/specials/2007/time100/article/0,28804,1595326_1615737_1616000,00.html",Null,Null,"Born: February 14, 1947 (age 73 years), Philadelphia, PA","Stephen Allen Schwarzman is an American businessman, investor, and philanthropist. He is the chairman and CEO of The Blackstone Group, a global private equity firm he established in 1985 with former chairman and CEO of Lehman Brothers and US Secretary of Commerce Peter G. Peterson. ","Philadelphia, PA","February 14, 1947",73,He
99,Michael Moritz ,TITANS,2007,"content.time.com/time/specials/2007/time100/article/0,28804,1595326_1615737_1616199,00.html",Null,Null,"Born: September 12, 1954 (age 66 years), Cardiff, United Kingdom","Sir Michael Jonathan Moritz KBE is a Welsh billionaire venture capitalist and former journalist. Moritz works for Sequoia Capital and is a philanthropist and author of the first history of Apple Inc., The Little Kingdom, and of Going for Broke: Lee Iacocca's Battle to Save Chrysler. ","Cardiff, United Kingdom","September 12, 1954",66,
