,Name,Category,Year,Link,Name_right,Profession,Birth Info,Description,Birthplace,Birthdate,Age,Pronouns
10,Alber Elbaz ,ARTISTS,2007,"content.time.com/time/specials/2007/time100/article/0,28804,1595326_1595332_1616649,00.html",Null,Null,"Born: June 12, 1961 (age 59 years), Casablanca, Morocco","Alber Elbaz is an Israeli fashion designer. After positions at a number of other fashion houses, he was the creative director of Lanvin in Paris from 2001 until 2015. ","Casablanca, Morocco","June 12, 1961",59,he
11,America Ferrera ,ARTISTS,2007,"content.time.com/time/specials/2007/time100/article/0,28804,1595326_1595332_1616652,00.html",Null,Null,"Born: April 18, 1984 (age 36 years), Los Angeles, CA","America Georgine Ferrera is an American actress, voice actress, producer, and director. Born in Los Angeles, California, to Honduran parents, Ferrera developed an interest in acting at a young age, performing in several stage productions at her school. ","Los Angeles, CA","April 18, 1984",36,her
12,Simon Fuller ,ARTISTS,2007,"content.time.com/time/specials/2007/time100/article/0,28804,1595326_1595332_1616684,00.html",Null,Null,"Born: May 17, 1960 (age 60 years), Cyprus","Simon Fuller is a British entrepreneur, artist manager, and film and television producer. He is best known for being the creator of the Idol franchise, which was first seen in the UK under the name Pop ... ",Cyprus,"May 17, 1960",60,He
13,Brian Grazer ,ARTISTS,2007,"content.time.com/time/specials/2007/time100/article/0,28804,1595326_1595332_1616687,00.html",Null,Null,"Born: July 12, 1951 (age 69 years), Los Angeles, CA","Brian Thomas Grazer is an American film and television producer. He founded Imagine Entertainment in 1986, with Ron Howard. The films they produced have grossed over $15 billion. Grazer was personally nominated for four Academy Awards for Splash, Apollo 13, A Beautiful Mind, and Frost/Nixon. ","Los Angeles, CA","July 12, 1951",69,He
14,John Mayer ,ARTISTS,2007,"content.time.com/time/specials/2007/time100/article/0,28804,1595326_1595332_1616690,00.html",Null,Null,"Born: October 16, 1977 (age 43 years), Bridgeport, CT","John Clayton Mayer is an American singer-songwriter, guitarist, and record producer. Born in Bridgeport, Connecticut, Mayer attended Berklee College of Music in Boston, but disenrolled and moved to Atlanta in 1997 with Clay Cook. Together, they formed a short-lived two-man band called Lo-Fi Masters. ","Bridgeport, CT","October 16, 1977",43,
15,David Mitchell ,ARTISTS,2007,"content.time.com/time/specials/2007/time100/article/0,28804,1595326_1595332_1616691,00.html",Null,Null,"Born: July 14, 1974 (age 46 years), Salisbury, United Kingdom","David James Stuart Mitchell is a British comedian, actor, writer and television presenter. He is half of the comedy duo Mitchell and Webb, alongside Robert Webb. The duo starred in the Channel 4 sitcom Peep Show, in which Mitchell plays Mark Corrigan. ","Salisbury, United Kingdom","July 14, 1974",46,He
16,Kate Moss ,ARTISTS,2007,"content.time.com/time/specials/2007/time100/article/0,28804,1595326_1595332_1616692,00.html",Null,Null,"Born: January 16, 1974 (age 46 years), Croydon, United Kingdom","Katherine Ann Moss is an English model and businesswoman. Arriving at the end of the ""supermodel era"", Moss rose to fame in the mid 1990s as part of the heroin chic fashion trend. Her collaborations with Calvin Klein brought her to fashion icon status. ","Croydon, United Kingdom","January 16, 1974",46,Her
17,Rosie O'Donnell ,ARTISTS,2007,"content.time.com/time/specials/2007/time100/article/0,28804,1595326_1595332_1616693,00.html",Null,Null,"Born: March 21, 1962 (age 58 years), Commack, NY","Roseann O'Donnell is an American comedian, producer, actress, author, and television personality. She began her comedy career as a teenager and received her breakthrough on the television series Star Search in 1984. ","Commack, NY","March 21, 1962",58,She
18,Brad Pitt ,ARTISTS,2007,"content.time.com/time/specials/2007/time100/article/0,28804,1595326_1595332_1616809,00.html",Null,Null,"Born: December 18, 1963 (age 56 years), Shawnee, OK","William Bradley Pitt is an American actor and film producer. He has received multiple awards, including two Golden Globe Awards and an Academy Award for his acting, in addition to another Academy Award, ... ","Shawnee, OK","December 18, 1963",56,He
19,Shonda Rhimes ,ARTISTS,2007,"content.time.com/time/specials/2007/time100/article/0,28804,1595326_1595332_1616813,00.html",Null,Null,"Born: January 13, 1970 (age 50 years), Chicago, IL","Shonda Lynn Rhimes is an American television producer, screenwriter, and author. She is best known as the showrunner—creator, head writer, and executive producer—of the television medical drama Grey's Anatomy, its spin-off Private Practice, and the political thriller series Scandal. ","Chicago, IL","January 13, 1970",50,She
20,Kara Walker ,ARTISTS,2007,"content.time.com/time/specials/2007/time100/article/0,28804,1595326_1595332_1616818,00.html",Null,Null,"Born: November 26, 1969 (age 51 years), Stockton, CA","Kara Elizabeth Walker is an American contemporary painter, silhouettist, print-maker, installation artist, and film-maker who explores race, gender, sexuality, violence, and identity in her work. She is best known for her room-size tableaux of black cut-paper silhouettes. ","Stockton, CA","November 26, 1969",51,her
21,Brian Williams ,ARTISTS,2007,"content.time.com/time/specials/2007/time100/article/0,28804,1595326_1595332_1616821,00.html",Null,Null,"Born: May 5, 1959 (age 61 years), Ridgewood, NJ","Brian Douglas Williams is an American journalist at MSNBC, serving as the network's chief anchor and host of its flagship weeknight news program, The 11th Hour with Brian Williams. Williams is known for his ten years as anchor and managing editor of NBC Nightly News, the evening news program on NBC. ","Ridgewood, NJ","May 5, 1959",61,his
22,Queen Elizabeth II ,LEADERS,2007,"content.time.com/time/specials/2007/time100/article/0,28804,1595326_1615513_1614644,00.html",Null,Null,"Born: April 21, 1926 (age 94 years), Mayfair, London, United Kingdom","Elizabeth II is Queen of the United Kingdom and 15 other Commonwealth realms. Elizabeth was born in Mayfair, London, as the first child of the Duke and Duchess of York. Her father ascended the throne on the abdication of his brother King Edward VIII in 1936, from which time she was the heir presumptive. ","Mayfair, London, United Kingdom","April 21, 1926",94,Her
23,Tzipi Livni ,LEADERS,2007,"content.time.com/time/specials/2007/time100/article/0,28804,1595326_1615513_1614647,00.html",Null,Null,"Born: July 8, 1958 (age 62 years), Tel Aviv-Yafo, Israel","Tziporah Malka ""Tzipi"" Livni is an Israeli politician, diplomat, and lawyer. A former member of the Knesset and leader in the center-left political camp, Livni is a former Foreign Minister of Israel, Vice Prime Minister, Minister of Justice, and Leader of the Opposition. ","Tel Aviv-Yafo, Israel","July 8, 1958",62,
24,Peter Akinola ,LEADERS,2007,"content.time.com/time/specials/2007/time100/article/0,28804,1595326_1615513_1614655,00.html",Null,Null,"Born: January 27, 1944 (age 76 years), Abeokuta, Nigeria","Peter Jasper Akinola is the former Anglican Primate of the Church of Nigeria. He is also the former Bishop of Abuja and Archbishop of Province III, which covered the northern and central parts of the country. ","Abeokuta, Nigeria","January 27, 1944",76,He
25,Liu Qi ,LEADERS,2007,"content.time.com/time/specials/2007/time100/article/0,28804,1595326_1615513_1614661,00.html",Null,Null,Born: 173 AD,"Liu Qi was an official who lived during the late Eastern Han dynasty of China. He was the elder son of Liu Biao, the Governor of Jing Province. ",,173,,He
26,Condoleezza Rice ,LEADERS,2007,"content.time.com/time/specials/2007/time100/article/0,28804,1595326_1615513_1614667,00.html",Null,Null,"Born: November 14, 1954 (age 66 years), Birmingham, AL","Condoleezza ""Condi"" Rice is an American diplomat, political scientist, civil servant, and professor who is the current Director of the Hoover Institution at Stanford University. ","Birmingham, AL","November 14, 1954",66,
27,Omar Hassan al-Bashir ,LEADERS,2007,"content.time.com/time/specials/2007/time100/article/0,28804,1595326_1615513_1614671,00.html",Null,Null,"Born: January 1, 1944 (age 76 years), Hosh Bannaga, Sudan","Omar Hassan Ahmad al-Bashir is a Sudanese politician and former dictator who served as the seventh President of Sudan from 1989 to 2019, when he was deposed in a coup d'état. He was subsequently incarcerated, tried and convicted on multiple corruption charges. ","Hosh Bannaga, Sudan","January 1, 1944",76,he
28,John Roberts ,LEADERS,2007,"content.time.com/time/specials/2007/time100/article/0,28804,1595326_1615513_1614682,00.html",Null,Null,"Born: January 27, 1955 (age 65 years), Buffalo, NY",John Glover Roberts Jr. is an American lawyer and jurist who serves as Chief Justice of the United States. ,"Buffalo, NY","January 27, 1955",65,
29,Sonia Gandhi ,LEADERS,2007,"content.time.com/time/specials/2007/time100/article/0,28804,1595326_1615513_1614685,00.html",Null,Null,"Born: December 9, 1946 (age 74 years), Lusiana, Lusiana Conco, Italy","Sonia Gandhi is an Indian politician. She is the president of the Indian National Congress, the left-of-centre political party, which has governed India for most of its post-independence history. ","Lusiana, Lusiana Conco, Italy","December 9, 1946",74,She
30,Raúl Castro ,LEADERS,2007,"content.time.com/time/specials/2007/time100/article/0,28804,1595326_1615513_1614695,00.html",Null,Null,"Born: June 3, 1931 (age 89 years), Biran, Cuba","Raúl Modesto Castro Ruz is a Cuban politician who is currently serving as the First Secretary of the Communist Party of Cuba, the most senior position in the communist state, succeeding his brother Fidel Castro in April 2011. ","Biran, Cuba","June 3, 1931",89,his
31,Arnold Schwarzenegger ,LEADERS,2007,"content.time.com/time/specials/2007/time100/article/0,28804,1595326_1615513_1615451,00.html",Null,Null,"Born: July 30, 1947 (age 73 years), Styria, Austria","Arnold Alois Schwarzenegger is an Austrian-American actor, businessman, retired professional bodybuilder and former politician who served as the 38th Governor of California from 2003 to 2011. As of 2020, he is the most recent Republican governor of California. ","Styria, Austria","July 30, 1947",73,he
32,General David Petraeus ,LEADERS,2007,"content.time.com/time/specials/2007/time100/article/0,28804,1595326_1615513_1615454,00.html",Null,Null,"Born: November 7, 1952 (age 68 years), Cornwall-on-Hudson, NY","David Howell Petraeus AO, MSC is a retired United States Army general and public official. He served as Director of the Central Intelligence Agency from September 6, 2011, until his resignation on November 9, 2012. Prior to his assuming the directorship of the CIA, Petraeus served 37 years in the United States Army. ","Cornwall-on-Hudson, NY","November 7, 1952",68,He
33,Hillary Clinton ,LEADERS,2007,"content.time.com/time/specials/2007/time100/article/0,28804,1595326_1615513_1615463,00.html",Null,Null,"Born: October 26, 1947 (age 73 years), Edgewater Hospital, Chicago","Hillary Diane Rodham Clinton is an American politician, diplomat, lawyer, writer, and public speaker who served as the 67th United States secretary of state from 2009 to 2013, as a United States senator from New York from 2001 to 2009, and as First Lady of the United States from 1993 to 2001. ","Edgewater Hospital, Chicago","October 26, 1947",73,
34,Hu Jintao ,LEADERS,2007,"content.time.com/time/specials/2007/time100/article/0,28804,1595326_1615513_1615464,00.html",Null,Null,"Born: December 21, 1942 (age 77 years), Taizhou, China","Hu Jintao is a Chinese politician, who was General Secretary of the Chinese Communist Party from 2002 to 2012, President of the People's Republic of China from 2003 to 2013 and Chairman of the Central Military Commission from 2004 to 2012. ","Taizhou, China","December 21, 1942",77,
35,King Abdullah ,LEADERS,2007,"content.time.com/time/specials/2007/time100/article/0,28804,1595326_1615513_1615489,00.html",Null,Null,"Born: January 30, 1962 (age 58 years), Amman, Jordan","Abdullah II bin Al-Hussein is King of Jordan, reigning since 7 February 1999. As a member of the Hashemite dynasty, the royal family of Jordan since 1921, Abdullah is a 41st-generation direct descendant of Muhammad. ","Amman, Jordan","January 30, 1962",58,
36,Nancy Pelosi ,LEADERS,2007,"content.time.com/time/specials/2007/time100/article/0,28804,1595326_1615513_1615493,00.html",Null,Null,"Born: March 26, 1940 (age 80 years), Baltimore, MD","Nancy Patricia Pelosi is an American politician serving as Speaker of the United States House of Representatives since 2019, and previously from 2007 to 2011. Pelosi has served as a U.S. representative from California since 1987. ","Baltimore, MD","March 26, 1940",80,
37,Barack Obama ,LEADERS,2007,"content.time.com/time/specials/2007/time100/article/0,28804,1595326_1615513_1615496,00.html",Null,Null,"Born: August 4, 1961 (age 59 years), Kapiʻolani Medical Center for Women & Children, Honolulu, HI","Barack Hussein Obama II is an American politician and attorney who served as the 44th president of the United States from 2009 to 2017. A member of the Democratic Party, Obama was the first African-American president of the United States. ","Kapiʻolani Medical Center for Women & Children, Honolulu, HI","August 4, 1961",59,
38,Michael Bloomberg ,LEADERS,2007,"content.time.com/time/specials/2007/time100/article/0,28804,1595326_1615513_1616011,00.html",Null,Null,"Born: February 14, 1942 (age 78 years), Brighton, MA","Michael Rubens Bloomberg is an American businessman, politician, philanthropist, and author. He is the majority owner and co-founder of Bloomberg L.P.. He was the mayor of New York City from 2002 to 2013, and was a candidate for the 2020 Democratic nomination for president of the United States. ","Brighton, MA","February 14, 1942",78,He
39,Ayatullah Ali Khamenei ,LEADERS,2007,"content.time.com/time/specials/2007/time100/article/0,28804,1595326_1615513_1616020,00.html",Null,Null,"Born: April 19, 1939 (age 81 years), Mashhad, Iran","Sayyid Ali Hosseini Khamenei is a Twelver Shia Marja' and the second and current supreme leader of Iran, in office since 1989. He was previously President of Iran from 1981 to 1989. ","Mashhad, Iran","April 19, 1939",81,He
40,Pope Benedict XVI ,LEADERS,2007,"content.time.com/time/specials/2007/time100/article/0,28804,1595326_1615513_1616452,00.html",Null,Null,"Born: April 16, 1927 (age 93 years), Marktl, Germany",Pope Benedict XVI is a retired prelate of the Catholic Church who served as head of the Church and sovereign of the Vatican City State from 2005 until his resignation in 2013. Benedict's election as pope occurred in the 2005 papal conclave that followed the death of Pope John Paul II. ,"Marktl, Germany","April 16, 1927",93,his
41,Angela Merkel ,LEADERS,2007,"content.time.com/time/specials/2007/time100/article/0,28804,1595326_1615513_1616468,00.html",Null,Null,"Born: July 17, 1954 (age 66 years), Hamburg, Germany","Angela Dorothea Merkel is a German politician who has been Chancellor of Germany since 2005. She served as Leader of the Opposition from 2002 to 2005 and as Leader of the Christian Democratic Union from 2000 to 2018. A member of the Christian Democratic Union, Merkel is the first female Chancellor of Germany. ","Hamburg, Germany","July 17, 1954",66,She
42,Osama bin Laden ,LEADERS,2007,"content.time.com/time/specials/2007/time100/article/0,28804,1595326_1615513_1616469,00.html",Null,Null,"Born: March 10, 1957, Riyadh, Saudi Arabia","Osama bin Mohammed bin Awad bin Laden, also rendered Usama bin Ladin, was a founder of the pan-Islamic militant organization al-Qaeda, designated as a terrorist group by the United Nations Security Council, the North Atlantic Treaty Organization, the European Union, and various countries. ",,"March 10, 1957, Riyadh, Saudi",,
43,Oprah Winfrey ,PIONEERS,2007,"content.time.com/time/specials/2007/time100/article/0,28804,1595326_1615754_1616833,00.html",Null,Null,"Born: January 29, 1954 (age 66 years), Kosciusko, MS","Oprah Gail Winfrey is an American talk show host, television producer, actress, author, and philanthropist. ","Kosciusko, MS","January 29, 1954",66,
44,Elizabeth Edwards ,PIONEERS,2007,"content.time.com/time/specials/2007/time100/article/0,28804,1595326_1615754_1615752,00.html",Null,Null,"Born: July 3, 1949, Jacksonville, FL","Mary Elizabeth Anania Edwards was an American attorney, a best-selling author and a health care activist. She was married to John Edwards, the former U.S. Senator from North Carolina who was the 2004 United States Democratic vice-presidential nominee. ",,"July 3, 1949, Jacksonville,",,She
45,Warren Buffett ,PIONEERS,2007,"content.time.com/time/specials/2007/time100/article/0,28804,1595326_1615754_1616304,00.html",Null,Null,"Born: August 30, 1930 (age 90 years), Omaha, NE","Warren Edward Buffett is an American investor, business tycoon, philanthropist, and the chairman and CEO of Berkshire Hathaway. He is considered one of the most successful investors in the world and has a net worth of over US$78.9 billion as of August 2020, making him the world's fourth-wealthiest person. ","Omaha, NE","August 30, 1930",90,He
46,Drew Gilpin Faust ,PIONEERS,2007,"content.time.com/time/specials/2007/time100/article/0,28804,1595326_1615754_1615751,00.html",Null,Null,"Born: September 18, 1947 (age 73 years), New York, NY","Catharine Drew Gilpin Faust is an American historian and was the 28th President of Harvard University, the first woman to serve in that role. ","New York, NY","September 18, 1947",73,
47,Wesley Autrey ,PIONEERS,2007,"content.time.com/time/specials/2007/time100/article/0,28804,1595326_1615754_1615746,00.html",Null,Null,"Born: February 6, 1956 (age 64 years), New York, NY","Wesley Autrey is a New York City construction worker and Navy veteran who in 2007 achieved international recognition after he saved Cameron Hollopeter, a film student who had suffered a seizure and fallen onto the tracks, from being struck by a New York City Subway train. ","New York, NY","February 6, 1956",64,he
48,Tony Dungy ,PIONEERS,2007,"content.time.com/time/specials/2007/time100/article/0,28804,1595326_1615754_1615744,00.html",Null,Null,"Born: October 6, 1955 (age 65 years), Jackson, MI","Anthony Kevin Dungy is a former professional American football safety, coach, and sports analyst who served as a head coach in the National Football League for 13 seasons with the Tampa Bay Buccaneers and Indianapolis Colts. ","Jackson, MI","October 6, 1955",65,
49,Federer: The Artistry of the World's Top Tennis Ace ,PIONEERS,2007,"content.time.com/time/specials/2007/time100/article/0,28804,1595326_1615754_1615743,00.html",Null,Null,Null,Null,,,,
50,Tyra Banks ,PIONEERS,2007,"content.time.com/time/specials/2007/time100/article/0,28804,1595326_1615754_1615878,00.html",Null,Null,"Born: December 4, 1973 (age 47 years), Inglewood, CA","Tyra Lynne Banks, also known as BanX, is an American television personality, model, producer, businesswoman, actress, singer and author. ","Inglewood, CA","December 4, 1973",47,
51,Youk Chhang ,PIONEERS,2007,"content.time.com/time/specials/2007/time100/article/0,28804,1595326_1615754_1615879,00.html",Null,Null,"Born: January 22, 1961 (age 59 years)",Youk Chhang is the executive director of the Documentation Center of Cambodia and a survivor of the Khmer Rouge's killing fields. ,,"January 22, 1961",59,
52,George Clooney ,PIONEERS,2007,"content.time.com/time/specials/2007/time100/article/0,28804,1595326_1615754_1615880,00.html",Null,Null,"Born: May 6, 1961 (age 59 years), Lexington, KY","George Timothy Clooney is an American actor, film director, producer, screenwriter and philanthropist. He is the recipient of three Golden Globe Awards and two Academy Awards, one for acting in Syriana and the other for co-producing Argo. In 2018, he was the recipient of the AFI Lifetime Achievement Award. ","Lexington, KY","May 6, 1961",59,He
53,Michael J. Fox ,PIONEERS,2007,"content.time.com/time/specials/2007/time100/article/0,28804,1595326_1615754_1615882,00.html",Null,Null,"Born: June 9, 1961 (age 59 years), Edmonton, Canada","Michael Andrew Fox OC, known professionally as Michael J. Fox, is a retired Canadian-American actor, comedian, author, film producer, and activist with a film and television career spanning from the 1970s. He starred in the Back to the Future trilogy in which he portrayed Marty McFly. ","Edmonton, Canada","June 9, 1961",59,He
54,Timothy Gittins ,PIONEERS,2007,"content.time.com/time/specials/2007/time100/article/0,28804,1595326_1615754_1615883,00.html",Null,Null,Null,Null,,,,
55,Judith Mackay ,PIONEERS,2007,"content.time.com/time/specials/2007/time100/article/0,28804,1595326_1615754_1615884,00.html",Null,Null,"Born: July 18, 1943 (age 77 years), Yorkshire, United Kingdom","Judith Longstaff Mackay, SBS, OBE, JP, FRCP, FRCP is a British-born and Hong Kong–based medical doctor and international tobacco control advocate who has led a campaign against tobacco in Asia from ... ","Yorkshire, United Kingdom","July 18, 1943",77,
56,Chien-Ming Wang ,PIONEERS,2007,"content.time.com/time/specials/2007/time100/article/0,28804,1595326_1615754_1615885,00.html",Null,Null,"Born: March 31, 1980 (age 40 years), Guanmiao District, Taiwan","Chien-Ming Wang is a Taiwanese former professional baseball pitcher. He played in Major League Baseball for the New York Yankees, Washington Nationals, Toronto Blue Jays and Kansas City Royals. He also played for the Taiwan national baseball team, and is the current bullpen coach and assistant pitching coach. ","Guanmiao District, Taiwan","March 31, 1980",40,He
57,Maher Arar ,PIONEERS,2007,"content.time.com/time/specials/2007/time100/article/0,28804,1595326_1615754_1616006,00.html",Null,Null,"Born: September 15, 1970 (age 50 years), Syria",Maher Arar is a telecommunications engineer with dual Syrian and Canadian citizenship who has resided in Canada since 1987. Arar was detained during a layover at John F. Kennedy International Airport in September 2002 on his way home to Canada from a family vacation in Tunis. ,Syria,"September 15, 1970",50,his
58,Thierry Henry ,PIONEERS,2007,"content.time.com/time/specials/2007/time100/article/0,28804,1595326_1615754_1616166,00.html",Null,Null,"Born: August 17, 1977 (age 43 years), Les Ulis, France",Thierry Daniel Henry is a French professional football coach and former player who is currently the manager of Major League Soccer club Montreal Impact. He is considered one of the greatest strikers of all time and has often been debated as the greatest player in the history of the Premier League. ,"Les Ulis, France","August 17, 1977",43,He
59,Zeng Jinyan ,PIONEERS,2007,"content.time.com/time/specials/2007/time100/article/0,28804,1595326_1615754_1616169,00.html",Null,Null,"Born: October 9, 1983 (age 37 years), China","Zeng Jinyan, is a Chinese blogger and human rights activist. The wife of AIDS and environmental activist Hu Jia, Zeng became famous for a blog she had maintained throughout the disappearance of her husband, which was believed to be the working of China's secret police. ",China,"October 9, 1983",37,she
60,Garry Kasparov ,PIONEERS,2007,"content.time.com/time/specials/2007/time100/article/0,28804,1595326_1615754_1616171,00.html",Null,Null,"Born: April 13, 1963 (age 57 years), Baku, Azerbaijan","Garry Kimovich Kasparov is a Russian chess grandmaster, former World Chess Champion, writer, and political activist. From 1984 until his retirement in 2005, Kasparov was ranked world No. 1 for 255 months overall for his career. ","Baku, Azerbaijan","April 13, 1963",57,his
61,Amr Khaled ,PIONEERS,2007,"content.time.com/time/specials/2007/time100/article/0,28804,1595326_1615754_1616173,00.html",Null,Null,"Born: September 5, 1967 (age 53 years), Alexandria, Egypt","Amr Mohamed Helmi Khaled is an Egyptian Muslim activist and television preacher. The New York Times Magazine, in reference to Khaled's popularity in Arab countries, described him in its April 30, 2006 issue as ""the world's most famous and influential Muslim television preacher."" ","Alexandria, Egypt","September 5, 1967",53,
62,Al Gore ,ICONS AND THINKERS,2007,"content.time.com/time/specials/2007/time100/article/0,28804,1595326_1595329_1616303,00.html",Null,Null,"Born: March 31, 1948 (age 72 years), Washington, D.C.",Albert Arnold Gore Jr. is an American politician and environmentalist who served as the 45th vice president of the United States from 1993 to 2001. Gore was Bill Clinton's running mate in their successful campaign in 1992 and the pair were re-elected in 1996. ,"Washington, D.C.","March 31, 1948",72,
63,Neil deGrasse Tyson ,ICONS AND THINKERS,2007,"content.time.com/time/specials/2007/time100/article/0,28804,1595326_1595329_1616157,00.html",Null,Null,"Born: October 5, 1958 (age 62 years), Manhattan, New York, NY","Neil deGrasse Tyson is an American astrophysicist, planetary scientist, author, and science communicator. Since 1996, he has been the Frederick P. Rose Director of the Hayden Planetarium at the Rose Center for Earth and Space in New York City. ","Manhattan, New York, NY","October 5, 1958",62,he
64,J. Craig Venter ,ICONS AND THINKERS,2007,"content.time.com/time/specials/2007/time100/article/0,28804,1595326_1595329_1615886,00.html",Null,Null,"Born: October 14, 1946 (age 74 years), Salt Lake City, UT",John Craig Venter is an American biotechnologist and businessman. He is known for leading the first draft sequence of the human genome and assembled the first team to transfect a cell with a synthetic chromosome. ,"Salt Lake City, UT","October 14, 1946",74,He
65,Lisa Randall ,ICONS AND THINKERS,2007,"content.time.com/time/specials/2007/time100/article/0,28804,1595326_1595329_1615997,00.html",Null,Null,"Born: June 18, 1962 (age 58 years), Queens, New York, NY","Lisa Randall is an American theoretical physicist working in particle physics and cosmology. She is the Frank B. Baird, Jr. Professor of Science on the physics faculty of Harvard University. Her research includes elementary particles, fundamental forces and dimensions of space. ","Queens, New York, NY","June 18, 1962",58,She
66,John Mather ,ICONS AND THINKERS,2007,"content.time.com/time/specials/2007/time100/article/0,28804,1595326_1595329_1616017,00.html",Null,Null,"Born: August 7, 1946 (age 74 years), Roanoke, VA","John Cromwell Mather is an American astrophysicist, cosmologist and Nobel Prize in Physics laureate for his work on the Cosmic Background Explorer Satellite with George Smoot. This work helped cement the big-bang theory of the universe. ","Roanoke, VA","August 7, 1946",74,his
67,Elizabeth Blackburn ,ICONS AND THINKERS,2007,"content.time.com/time/specials/2007/time100/article/0,28804,1595326_1595329_1616029,00.html",Null,Null,"Born: November 26, 1948 (age 72 years), Hobart, Australia","Elizabeth Helen Blackburn, AC FRS FAA FRSN is an Australian-American Nobel laureate who is the former President of the Salk Institute for Biological Studies. ","Hobart, Australia","November 26, 1948",72,
