,Name,Category,Year,Link,Name_right,Profession,Birth Info,Description,Birthplace,Birthdate,Age,Pronouns
21,Colson Whitehead,ARTISTS,2017,https://time.com//collection/2017-time-100/4736198/colson-whitehead/,Null,Null,"Born: November 6, 1969 (age 51 years), New York, NY","Arch Colson Chipp Whitehead is an American novelist. He is the author of seven novels, including his 1999 debut work, The Intuitionist, and The Underground Railroad, for which he won the 2016 National ... ","New York, NY","November 6, 1969",51,He
22,Ed Sheeran,ARTISTS,2017,https://time.com//collection/2017-time-100/4736211/ed-sheeran/,Null,Null,"Born: February 17, 1991 (age 29 years), Halifax, United Kingdom","Edward Christopher Sheeran MBE is an English singer, songwriter, musician, record producer, and actor. After first recording music in 2004, he began gaining attention through YouTube. In early 2011, Sheeran independently released the extended play, No. 5 Collaborations Project. ","Halifax, United Kingdom","February 17, 1991",29,he
23,Alicia Keys,ARTISTS,2017,https://time.com//collection/2017-time-100/4736184/alicia-keys/,Null,Null,"Born: January 25, 1981 (age 39 years), Hell's Kitchen, New York, NY","Alicia Augello Cook, known professionally as Alicia Keys, is an American singer-songwriter. A classically-trained pianist, Keys began composing songs by age 12 and was signed at 15 years old by Columbia Records. ","Hell's Kitchen, New York, NY","January 25, 1981",39,
24,Ryan Reynolds,ARTISTS,2017,https://time.com//collection/2017-time-100/4736221/ryan-reynolds/,Null,Null,"Born: October 23, 1976 (age 44 years), Vancouver, Canada","Ryan Rodney Reynolds is a Canadian-American actor, comedian, film producer, and entrepreneur. He began his career starring in the Canadian teen soap opera Hillside, and had minor roles before landing the lead role on the sitcom Two Guys and a Girl between 1998 and 2001. ","Vancouver, Canada","October 23, 1976",44,He
25,Donald Glover,ARTISTS,2017,https://time.com//collection/2017-time-100/4736210/donald-glover/,Null,Null,"Born: September 25, 1983 (age 37 years), Edwards Air Force Base, CA","Donald McKinley Glover Jr. is an American actor, singer, rapper, comedian, writer, producer, and director. He performs music under the stage name Childish Gambino and occasionally as a DJ under the name mcDJ. ","Edwards Air Force Base, CA","September 25, 1983",37,He
26,Leslie Jones,ARTISTS,2017,https://time.com//collection/2017-time-100/4736219/leslie-jones/,Null,Null,"Born: September 7, 1967 (age 53 years), Memphis, TN","Annette ""Leslie"" Jones is an American comedian and actress who was a cast member and writer on Saturday Night Live from 2014 to 2019. Jones has been a featured performer at the Just for Laughs festival in Montreal and the Aspen Comedy Festival. ","Memphis, TN","September 7, 1967",53,
27,Ben Platt,ARTISTS,2017,https://time.com//collection/2017-time-100/4736197/ben-platt/,Null,Null,"Born: September 24, 1993 (age 27 years), Los Angeles, CA","Benjamin Schiff Platt is an American actor, singer, and songwriter. He began his career in theater as a child and appeared in Broadway productions of The Book of Mormon and Dear Evan Hansen, receiving ... ","Los Angeles, CA","September 24, 1993",27,He
28,Ava DuVernay,ARTISTS,2017,https://time.com//collection/2017-time-100/4736186/ava-duvernay/,Null,Null,"Born: August 24, 1972 (age 48 years), Long Beach, CA","Ava Marie DuVernay is an American filmmaker. She won the directing award in the U.S. dramatic competition at the 2012 Sundance Film Festival for her second feature film Middle of Nowhere, becoming the first black woman to win the award. ","Long Beach, CA","August 24, 1972",48,She
29,Barry Jenkins,ARTISTS,2017,https://time.com//collection/2017-time-100/4736189/barry-jenkins/,Null,Null,"Born: November 19, 1979 (age 41 years), Liberty City, Miami, FL","Barry Jenkins is an American filmmaker. After making his filmmaking debut with the short film My Josephine, he received an Independent Spirit Award nomination for Best First Feature for Medicine for Melancholy. ","Liberty City, Miami, FL","November 19, 1979",41,his
30,Margot Robbie,ARTISTS,2017,https://time.com//collection/2017-time-100/4736220/margot-robbie/,Null,Null,"Born: July 2, 1990 (age 30 years), Dalby, Australia","Margot Elise Robbie is an Australian actress and producer. She has received nominations for two Academy Awards and five BAFTA Awards. In 2017, Time magazine named her one of the 100 most influential people in the world, and in 2019, she was ranked among the world's highest-paid actresses. ","Dalby, Australia","July 2, 1990",30,She
31,Sarah Paulson,ARTISTS,2017,https://time.com//collection/2017-time-100/4736222/sarah-paulson/,Null,Null,"Born: December 17, 1974 (age 45 years), Tampa, FL","Sarah Catharine Paulson is an American actress. She is the recipient of several accolades, including a Primetime Emmy Award and a Golden Globe Award. In 2017, Time magazine named her one of the 100 most influential people in the world. ","Tampa, FL","December 17, 1974",45,She
32,James Corden,ARTISTS,2017,https://time.com//collection/2017-time-100/4736215/james-corden/,Null,Null,"Born: August 22, 1978 (age 42 years), Hillingdon, United Kingdom","James Kimberley Corden OBE is an English actor, comedian, singer, writer, producer, and television host. Since 2015, he has hosted The Late Late Show with James Corden, a late-night television talk show on CBS in the United States. ","Hillingdon, United Kingdom","August 22, 1978",42,he
33,John Legend,ARTISTS,2017,https://time.com//collection/2017-time-100/4736217/john-legend/,Null,Null,"Born: December 28, 1978 (age 41 years), Springfield, OH","John Roger Stephens, known professionally as John Legend, is an American singer, songwriter, record producer, actor, film producer, theatre director, and philanthropist. Prior to the release of Legend's debut album, Get Lifted, he had collaborated with already established artists and signed to Kanye West's GOOD Music. ","Springfield, OH","December 28, 1978",41,he
34,Alessandro Michele,ARTISTS,2017,https://time.com//collection/2017-time-100/4736178/alessandro-michele/,Null,Null,"Born: 1972 (age 48 years), Rome, Italy","Alessandro Michele is an Italian fashion designer. In January 2015, he was appointed creative director of Gucci, the Italian fashion luxury house where he had been working since 2002. Known for his maximalist designs, Alessandro Michele relaunched Gucci's popularity with a Geek-Chic props. ","Rome, Italy",1972,48,he
35,Kerry James Marshall,ARTISTS,2017,https://time.com//collection/2017-time-100/4736218/kerry-james-marshall/,Null,Null,"Born: October 17, 1955 (age 65 years), Birmingham, AL","Kerry James Marshall is an American artist and professor, known for his paintings of Black figures. He previously taught painting at the School of Art and Design at the University of Illinois at Chicago. In 2017, Marshall was included on the annual Time 100 list of the most influential people in the world. ","Birmingham, AL","October 17, 1955",65,his
36,Demi Lovato,ARTISTS,2017,https://time.com//collection/2017-time-100/4736200/demi-lovato/,Null,Null,"Born: August 20, 1992 (age 28 years), Albuquerque, NM","Demetria Devonne Lovato is an American singer and actress. After appearing in the children's television series Barney & Friends, she rose to prominence for her role as Mitchie Torres in the Disney ... ","Albuquerque, NM","August 20, 1992",28,she
37,Theresa May,LEADERS,2017,https://time.com//collection/2017-time-100/4736344/theresa-may/,Null,Null,"Born: October 1, 1956 (age 64 years), Eastbourne, United Kingdom","Theresa Mary May, Lady May is a British politician who served as Prime Minister of the United Kingdom and Leader of the Conservative Party from 2016 to 2019. May served as Home Secretary from 2010 to 2016 and has been Member of Parliament for Maidenhead in Berkshire since 1997. ","Eastbourne, United Kingdom","October 1, 1956",64,
38,Narendra Modi,LEADERS,2017,https://time.com//collection/2017-time-100/4736335/narendra-modi/,Null,Null,"Education: Gujarat University (1983), School of Open Learning, University of Delhi (1978), University of Delhi Trending",Narendra Damodardas Modi is an Indian politician serving as the 14th and current Prime Minister of India since 2014. He was the Chief Minister of Gujarat from 2001 to 2014 and is the Member of Parliament for Varanasi. ,"School of Open Learning, University of Delhi (1978), University of Delhi Trending",,,He
39,Chuck Schumer,LEADERS,2017,https://time.com//collection/2017-time-100/4736322/chuck-schumer/,Null,Null,"Born: November 23, 1950 (age 70 years), Brooklyn, New York, NY","Charles Ellis Schumer is an American politician serving as the Senate minority leader since 2017. A member of the Democratic Party, Schumer is the senior United States senator from New York, a seat to which he was first elected in 1998. He is the current dean of New York's congressional delegation. ","Brooklyn, New York, NY","November 23, 1950",70,he
40,Donald Trump,LEADERS,2017,https://time.com//collection/2017-time-100/4736323/donald-trump/,Null,Null,"Born: June 14, 1946 (age 74 years), Jamaica Hospital Medical Center, New York, NY","Donald John Trump is the 45th and current president of the United States. Before entering politics, he was a businessman and television personality. ","Jamaica Hospital Medical Center, New York, NY","June 14, 1946",74,he
41,Elizabeth Warren,LEADERS,2017,https://time.com//collection/2017-time-100/4736325/elizabeth-warren/,Null,Null,"Born: June 22, 1949 (age 71 years), Oklahoma City, OK","Elizabeth Ann Warren is an American politician and former law professor who is the senior United States senator from Massachusetts, serving since 2013. A member of the Democratic Party and a progressive, Warren has focused on consumer protection, economic opportunity, and the social safety net while in the Senate. ","Oklahoma City, OK","June 22, 1949",71,
42,Julian Assange,LEADERS,2017,https://time.com//collection/2017-time-100/4736329/julian-assange/,Null,Null,"Born: July 3, 1971 (age 49 years), Townsville, Australia","Julian Paul Assange is an Australian editor, publisher, and activist who founded WikiLeaks in 2006. WikiLeaks came to international attention in 2010 when it published a series of leaks provided by U.S. Army intelligence analyst Chelsea Manning. ","Townsville, Australia","July 3, 1971",49,
43,James Comey,LEADERS,2017,https://time.com//collection/2017-time-100/4736327/james-comey/,Null,Null,"Born: December 14, 1960 (age 59 years), Yonkers, NY","James Brien Comey Jr. is an American lawyer who was the 7th director of the Federal Bureau of Investigation from 2013 until his dismissal in May 2017. Comey had been a registered Republican for most of his adult life; in 2016, he described himself as unaffiliated. ","Yonkers, NY","December 14, 1960",59,his
44,Kim Jong Un,LEADERS,2017,https://time.com//collection/2017-time-100/4736330/kim-jong-un/,Null,Null,"Born: January 8, 1984 (age 36 years), Pyongyang, North Korea","Kim Jong-un or Kim Jong Un is a North Korean politician serving as Supreme Leader of North Korea since 2011 and the leader of the Workers' Party of Korea since 2012. He is the second child of Kim Jong-il, who was North Korea's second supreme leader from 1994 to 2011, and Ko Yong-hui. ","Pyongyang, North Korea","January 8, 1984",36,He
45,Reince Priebus,LEADERS,2017,https://time.com//collection/2017-time-100/4736339/reince-priebus/,Null,Null,"Born: March 18, 1972 (age 48 years), Dover, NJ","Reinhold Richard ""Reince"" Priebus is an American lawyer and politician who served as White House Chief of Staff for President Donald Trump from January 20, 2017, until July 31, 2017. He also served as the chairman of the Republican National Committee from 2011 to 2017. ","Dover, NJ","March 18, 1972",48,He
46,Xi Jinping,LEADERS,2017,https://time.com//collection/2017-time-100/4736348/xi-jinping/,Null,Null,"Born: June 15, 1953 (age 67 years), Beijing, China","Xi Jinping is a Chinese politician who has served as General Secretary of the Chinese Communist Party and Chairman of the Central Military Commission since 2012, and President of the People's Republic of China since 2013. ","Beijing, China","June 15, 1953",67,
47,Rodrigo Duterte,LEADERS,2017,https://time.com//collection/2017-time-100/4736340/rodrigo-duterte/,Null,Null,"Born: March 28, 1945 (age 75 years), Maasin City, Philippines","Rodrigo Roa Duterte, also known as Digong and Rody, is a Filipino politician who is the current president of the Philippines and the first from Mindanao to hold the office. He is the chairperson of PDP–Laban, the ruling political party in the Philippines. ","Maasin City, Philippines","March 28, 1945",75,He
48,Stephen Bannon,LEADERS,2017,https://time.com//collection/2017-time-100/4736342/stephen-bannon/,Null,Null,"Born: November 27, 1953 (age 67 years), Norfolk, VA","Stephen Kevin Bannon is an American media executive, political strategist, former investment banker, and the former executive chairman of Breitbart News. He served as the White House's chief strategist in the administration of U.S. President Donald Trump during the first seven months of Trump's term. ","Norfolk, VA","November 27, 1953",67,He
49,Theo Epstein,LEADERS,2017,https://time.com//collection/2017-time-100/4736343/theo-epstein/,Null,Null,"Born: December 29, 1973 (age 46 years), New York, NY","Theo Nathaniel Epstein is an American baseball executive who was the president of baseball operations for the Chicago Cubs of Major League Baseball for 9 seasons. Epstein became the youngest general manager in the history of MLB, when the Boston Red Sox hired him at the age of 28 on November 25, 2002. ","New York, NY","December 29, 1973",46,
50,Tom Perez,LEADERS,2017,https://time.com//collection/2017-time-100/4736345/tom-perez/,Null,Null,"Born: October 7, 1961 (age 59 years), Buffalo, NY",Thomas Edward Perez is an American politician and attorney who has been the Chair of the Democratic National Committee since February 2017. Perez was previously Assistant Attorney General for Civil Rights and United States Secretary of Labor. ,"Buffalo, NY","October 7, 1961",59,
51,Vladimir Putin,LEADERS,2017,https://time.com//collection/2017-time-100/4736347/vladimir-putin/,Null,Null,"Born: October 7, 1952 (age 68 years), Saint Petersburg, Russia","Vladimir Vladimirovich Putin is a Russian politician and a former officer of the KGB who has served as President of Russia since 2012, previously holding the position from 1999 until 2008. Putin was born in Leningrad and studied law at Leningrad State University, graduating in 1975. ","Saint Petersburg, Russia","October 7, 1952",68,
52,Wang Qishan,LEADERS,2017,https://time.com//collection/2017-time-100/4742836/wang-qishan/,Null,Null,"Born: July 19, 1948 (age 72 years), Qingdao, China","Wang Qishan is a Chinese politician, and the current Vice President of the People's Republic of China. Wang is one of the leading figures behind China's foreign affairs, along with Xi Jinping and Li Keqiang. ","Qingdao, China","July 19, 1948",72,
53,Recep Tayyip Erdogan,LEADERS,2017,https://time.com//collection/2017-time-100/4736338/recep-tayyip-erdogan/,Null,Null,"Born: February 26, 1954 (age 66 years), Kasımpaşa, Beyoğlu, Turkey",Recep Tayyip Erdoğan is a Turkish politician serving as the current President of Turkey. He previously served as Prime Minister of Turkey from 2003 to 2014 and as Mayor of Istanbul from 1994 to 1998. ,"Kasımpaşa, Beyoğlu, Turkey","February 26, 1954",66,He
54,Sandra Day O'Connor,LEADERS,2017,https://time.com//collection/2017-time-100/4736341/sandra-day-oconnor/,Null,Null,"Born: March 26, 1930 (age 90 years), El Paso, TX","Sandra Day O'Connor is a retired attorney, politician, and the first woman associate justice of the Supreme Court of the United States, a position she held from 1981 until her retirement in 2006. She was the first woman nominated and confirmed. ","El Paso, TX","March 26, 1930",90,she
55,Pope Francis,LEADERS,2017,https://time.com//collection/2017-time-100/4736336/pope-francis/,Null,Null,"Born: December 17, 1936 (age 83 years), Flores, Buenos Aires, Argentina","Pope Francis is the head of the Catholic Church and sovereign of the Vatican City State. Francis is the first Jesuit pope, the first from the Americas, the first from the Southern Hemisphere, and the first pope from outside Europe since the Syrian Gregory III, who reigned in the 8th century. ","Flores, Buenos Aires, Argentina","December 17, 1936",83,
56,General James Mattis,LEADERS,2017,https://time.com//collection/2017-time-100/4736326/general-james-mattis/,Null,Null,"Born: September 8, 1950 (age 70 years), Pullman, WA","James Norman Mattis is a retired United States Marine Corps four-star general who served as the 26th US secretary of defense from January 2017 through January 2019. During his 44 years in the Marine Corps, he commanded forces in the Persian Gulf War, the War in Afghanistan, and the Iraq War. ","Pullman, WA","September 8, 1950",70,his
57,King Maha Vajiralongkorn,LEADERS,2017,https://time.com//collection/2017-time-100/4736332/king-maha-vajiralongkorn/,Null,Null,"Born: July 28, 1952 (age 68 years), Amphorn Sathan Residential Hall, Bangkok, Thailand","Vajiralongkorn, reigning title Phrabat Somdet Phra Vajira Klao Chao Yu Hua, is King of Thailand since 2016. He is the only son of King Bhumibol Adulyadej and Queen Sirikit. In 1972, at the age of 20, he was made crown prince by his father. ","Amphorn Sathan Residential Hall, Bangkok, Thailand","July 28, 1952",68,He
58,Juan Manuel Santos,LEADERS,2017,https://time.com//collection/2017-time-100/4736328/juan-manuel-santos/,Null,Null,"Born: August 10, 1951 (age 69 years), Bogota, Colombia",Juan Manuel Santos Calderón GColIH GCB GColL is a Colombian politician who was the President of Colombia from 2010 to 2018. He was the sole recipient of the 2016 Nobel Peace Prize. ,"Bogota, Colombia","August 10, 1951",69,He
59,Major General Qasem Soleimani,LEADERS,2017,https://time.com//collection/2017-time-100/4736337/qasem-soleimani/,Null,Null,"Born: March 11, 1957, Qanat-e Malek, Kerman, Iran","Qasem Soleimani was an Iranian major general in the Islamic Revolutionary Guard Corps and, from 1998 until his death in 2020, commander of its Quds Force, a division primarily responsible for extraterritorial military and clandestine operations. ",,"March 11, 1957,",,his
60,Melinda Gates,LEADERS,2017,https://time.com//collection/2017-time-100/4736333/melinda-gates/,Null,Null,"Born: August 15, 1964 (age 56 years), Dallas, TX","Melinda Ann Gates is an American philanthropist and a former general manager at Microsoft. In 2000, she co-founded the Bill & Melinda Gates Foundation with her husband Bill Gates, the world's largest private charitable organization as of 2015. ","Dallas, TX","August 15, 1964",56,she
61,Janet Yellen,TITANS,2017,https://time.com//collection/2017-time-100/4742751/janet-yellen/,Null,Null,"Born: August 13, 1946 (age 74 years), Brooklyn, New York, NY","Janet Louise Yellen is an American economist who is currently a distinguished fellow at the Brookings Institution and a professor emeritus at Haas School of Business at the University of California, Berkeley. ","Brooklyn, New York, NY","August 13, 1946",74,
62,LeBron James,TITANS,2017,https://time.com//collection/2017-time-100/4742755/lebron-james/,Null,Null,"Born: December 30, 1984 (age 35 years), Akron, OH","LeBron Raymone James Sr. is an American professional basketball player for the Los Angeles Lakers of the National Basketball Association. Widely considered one of the greatest NBA players in history, James is frequently compared to Michael Jordan in debates over the greatest basketball player of all time. ","Akron, OH","December 30, 1984",35,
63,Daniel Ek,TITANS,2017,https://time.com//collection/2017-time-100/4742746/daniel-ek/,Null,Null,"Born: February 21, 1983 (age 37 years), Stockholm, Sweden",Daniel Ek is a Swedish billionaire entrepreneur and technologist. Ek is known for being the co-founder and CEO of music streaming service Spotify. ,"Stockholm, Sweden","February 21, 1983",37,
64,Bernard J. Tyson,TITANS,2017,https://time.com//collection/2017-time-100/4742745/bernard-j-tyson/,Null,Null,"Born: January 20, 1959, Vallejo, CA","Bernard J. Tyson was an American health executive. He was the CEO of integrated managed care consortium Kaiser Permanente, the largest such organization in the United States, which provides health care to 12 million people. ",,"January 20, 1959, Vallejo,",,He
65,Evan Spiegel,TITANS,2017,https://time.com//collection/2017-time-100/4742747/evan-spiegel/,Null,Null,"Born: June 4, 1990 (age 30 years), Los Angeles, CA","Evan Thomas Spiegel is an American businessman who is the co-founder and CEO of the American social media company Snap Inc., which he created with Bobby Murphy and Reggie Brown while they were students at Stanford University. Spiegel was the youngest billionaire in the world in 2015. ","Los Angeles, CA","June 4, 1990",30,he
66,George Church,TITANS,2017,https://time.com//collection/2017-time-100/4742749/george-church/,Null,Null,"Born: August 28, 1954 (age 66 years), Tampa, FL","George McDonald Church is an American geneticist, molecular engineer, and chemist. He is the Robert Winthrop Professor of Genetics at Harvard Medical School, Professor of Health Sciences and Technology at Harvard and MIT, and a founding member of the Wyss Institute for Biologically Inspired Engineering. ","Tampa, FL","August 28, 1954",66,He
67,Jean Liu,TITANS,2017,https://time.com//collection/2017-time-100/4742753/jean-liu/,Null,Null,"Born: 1978 (age 42 years), Beijing, China","Liu Qing or Jean Liu, is a Chinese business executive. Liu is the President of Didi Chuxing, China's largest mobile transportation platform. She worked at Goldman Sachs Asia for 12 years, becoming a managing director in 2012, before switching to Didi Dache serving as its chief operating officer in July 2014. ","Beijing, China",1978,42,She
68,Tom Brady,TITANS,2017,https://time.com//collection/2017-time-100/4742760/tom-brady/,Null,Null,"Born: August 3, 1977 (age 43 years), San Mateo, CA","Thomas Edward Patrick Brady Jr. is an American football quarterback for the Tampa Bay Buccaneers of the National Football League. He spent the first 20 seasons of his career with the New England Patriots, playing in nine Super Bowls and winning six of them, both of which are the most of any player in NFL history. ","San Mateo, CA","August 3, 1977",43,He
69,James Allison,TITANS,2017,https://time.com//collection/2017-time-100/4742750/james-allison/,Null,Null,"Born: August 7, 1948 (age 72 years), Alice, TX",James Patrick Allison is an American immunologist and Nobel laureate who holds the position of professor and chair of immunology and executive director of immunotherapy platform at the MD Anderson Cancer Center at the University of Texas. His discoveries have led to new cancer treatments for the deadliest cancers. ,"Alice, TX","August 7, 1948",72,His
70,Rebekah Mercer,TITANS,2017,https://time.com//collection/2017-time-100/4742759/rebekah-mercer/,Null,Null,"Born: December 6, 1973 (age 47 years), Yorktown Heights, NY","Rebekah Mercer is an American heiress, foundation director, and major Republican donor who oversees the day-to-day operations of philanthropic and political projects for the Mercer family. She began managing the family foundation when the Mercers started getting involved in conservative causes. ","Yorktown Heights, NY","December 6, 1973",47,She
71,Jason Blum,TITANS,2017,https://time.com//collection/2017-time-100/4742752/jason-blum/,Null,Null,"Born: February 20, 1969 (age 51 years), Los Angeles, CA","Jason Ferus Blum is an American film and television producer. He is the founder and CEO of the eponymous Blumhouse Productions, which produced the horror franchises Paranormal Activity, Insidious, and The Purge. ","Los Angeles, CA","February 20, 1969",51,He
72,Jeff Bezos,TITANS,2017,https://time.com//collection/2017-time-100/4742754/jeff-bezos-2/,Null,Null,"Net worth: 185.4 billion USD (2020) Forbes, Trending","Jeffrey Preston Bezos is an American internet entrepreneur, industrialist, media proprietor, and investor. He is best known as the founder, CEO, and president of the multi-national technology company Amazon. ",,,,He
73,Vijay Shekhar Sharma,TITANS,2017,https://time.com//collection/2017-time-100/4742761/vijay-shekhar-sharma/,Null,Null,"Born: July 8, 1978 (age 42 years), Aligarh, India",Vijay Shekhar Sharma is an Indian billionaire businessman. He is the founder of financial technology company Paytm. Sharma was ranked as India's youngest billionaire in 2017 by Forbes with a net worth of $2.1 billion. He was in the list of Time Magazine's 100 most influential people in 2017. ,"Aligarh, India","July 8, 1978",42,He
