,Name,Category,Year,Link,Name_right,Profession,Birth Info,Description,Birthplace,Birthdate,Age,Pronouns
74,Margrethe Vestager,TITANS,2017,https://time.com//collection/2017-time-100/4742758/margrethe-vestager/,Null,Null,"Born: April 13, 1968 (age 52 years), Glostrup, Denmark",Margrethe Vestager is a Danish social liberal politician serving in the Von der Leyen Commission as Executive Vice President of the European Commission for A Europe Fit for the Digital Age since 1 December 2019 and European Commissioner for Competition since 2014. ,"Glostrup, Denmark","April 13, 1968",52,
75,Simone Biles,ICONS,2017,https://time.com//collection/2017-time-100/4736292/simone-biles/,Null,Null,"Born: March 14, 1997 (age 23 years), Columbus, OH","Simone Arianne Biles is an American artistic gymnast. With a combined total of 30 Olympic and World Championship medals, Biles is the most decorated American gymnast and the world's third most decorated gymnast, behind Belarus' Vitaly Scherbo and Russia's Larisa Latynina. ","Columbus, OH","March 14, 1997",23,
76,Ashley Graham,ICONS,2017,https://time.com//collection/2017-time-100/4736242/ashley-graham/,Null,Null,"Born: October 30, 1987 (age 33 years), Lincoln, NE",Null,"Lincoln, NE","October 30, 1987",33,
77,Cindy Sherman,ICONS,2017,https://time.com//collection/2017-time-100/4736247/cindy-sherman/,Null,Null,"Born: January 19, 1954 (age 66 years), Glen Ridge, NJ","Cynthia Morris Sherman is a Pictures Generation American artist whose work consists primarily of photographic self-portraits, depicting herself in many different contexts and as various imagined characters. ","Glen Ridge, NJ","January 19, 1954",66,
78,John Lewis,ICONS,2017,https://time.com//collection/2017-time-100/4736273/john-lewis/,Null,Null,"Born: February 21, 1940, Alabama",John Robert Lewis was an American statesman and civil rights leader who served in the United States House of Representatives for Georgia's 5th congressional district from 1987 until his death in 2020. He was the chairman of the Student Nonviolent Coordinating Committee from 1963 to 1966. ,,"February 21, 1940,",,his
79,Margaret Atwood,ICONS,2017,https://time.com//collection/2017-time-100/4736275/margaret-atwood/,Null,Null,"Born: November 18, 1939 (age 81 years), Ottawa, Canada","Margaret Eleanor Atwood CC OOnt CH FRSC is a Canadian poet, novelist, literary critic, essayist, teacher, environmental activist, and inventor. ","Ottawa, Canada","November 18, 1939",81,
80,Colin Kaepernick,ICONS,2017,https://time.com//collection/2017-time-100/4736257/colin-kaepernick/,Null,Null,"Born: November 3, 1987 (age 33 years), Milwaukee, WI",Colin Rand Kaepernick is an American civil rights activist and football quarterback who is a free agent. He played six seasons for the San Francisco 49ers in the National Football League. ,"Milwaukee, WI","November 3, 1987",33,He
81,Jeanette Vizguerra,ICONS,2017,https://time.com//collection/2017-time-100/4736271/jeanette-vizguerra/,Null,Null,Spouse: Salvador Vizguerra,Null,,,,
82,Neymar,ICONS,2017,https://time.com//collection/2017-time-100/4736277/neymar/,Null,Null,"Born: February 5, 1992 (age 28 years), Mogi das Cruzes, State of São Paulo, Brazil","Neymar da Silva Santos Júnior, known as Neymar, is a Brazilian professional footballer who plays as a forward for Ligue 1 club Paris Saint-Germain and the Brazil national team. He is widely considered as one of the best players in the world. ","Mogi das Cruzes, State of São Paulo, Brazil","February 5, 1992",28,He
83,RuPaul,ICONS,2017,https://time.com//collection/2017-time-100/4736291/rupaul/,Null,Null,"Born: November 17, 1960 (age 60 years), San Diego, CA","RuPaul Andre Charles is an American drag queen, actor, model, singer, songwriter, and television personality. Since 2009, he has produced and hosted the reality competition series RuPaul's Drag Race, for which he has received eight Primetime Emmy Awards. ","San Diego, CA","November 17, 1960",60,he
84,Raf Simons,ICONS,2017,https://time.com//collection/2017-time-100/4736290/raf-simons/,Null,Null,"Born: January 12, 1968 (age 52 years), Neerpelt, Pelt, Belgium","Raf Jan Simons is a Belgian fashion designer. Beginning in furniture design, Simons launched his own menswear label in 1995. He was creative director at Jil Sander, Christian Dior and Calvin Klein. As of 1 April 2020, he is the co-creative director of Prada, in partnership with Miuccia Prada. ","Neerpelt, Pelt, Belgium","January 12, 1968",52,his
85,Biram Dah Abeid,ICONS,2017,https://time.com//collection/2017-time-100/4736244/biram-dah-abeid/,Null,Null,"Born: January 12, 1965 (age 55 years), Rosso, Mauritania","Biram Ould Dah Ould Abeid is a Mauritanian politician and advocate for the abolition of slavery. He was listed as one of ""10 People Who Changed the World You Might Not Have Heard Of"" by PeaceLinkLive in 2014, and by Time Magazine as one of the 100 Most Influential People"". ","Rosso, Mauritania","January 12, 1965",55,He
86,Leila de Lima,ICONS,2017,https://time.com//collection/2017-time-100/4736274/leila-de-lima/,Null,Null,"Born: August 27, 1959 (age 61 years), City of Iriga, Philippines","Leila Norma Eulalia Josefa Magistrado de Lima is a Filipino lawyer, human rights activist, politician, and law professor currently serving as a Senator of the Philippines since 2016. ","City of Iriga, Philippines","August 27, 1959",61,
87,David Adjaye,ICONS,2017,https://time.com//collection/2017-time-100/4736258/david-adjaye/,Null,Null,"Born: September 22, 1966 (age 54 years), Dar es Salaam, Tanzania","Sir David Frank Adjaye OBE RA is a Ghanaian-British architect. He is known for designing many notable buildings around the world, including the National Museum of African American History and Culture in Washington, DC, and the Skolkovo Moscow School of Management. Adjaye was born in Dar es Salaam, Tanzania. ","Dar es Salaam, Tanzania","September 22, 1966",54,He
88,Gretchen Carlson,ICONS,2017,https://time.com//collection/2017-time-100/4736263/gretchen-carlson/,Null,Null,"Born: June 21, 1966 (age 54 years), Anoka, MN","Gretchen Elizabeth Carlson is an American broadcast journalist, author, television personality, and female empowerment advocate. ","Anoka, MN","June 21, 1966",54,
89,Fatou Bensouda,ICONS,2017,https://time.com//collection/2017-time-100/4736260/fatou-bensouda/,Null,Null,"Born: January 31, 1961 (age 59 years), Banjul, The Gambia","Fatou Bom Bensouda is a Gambian lawyer and international criminal law prosecutor. She has been the International Criminal Court's chief prosecutor since June 2012, after having served as a Deputy Prosecutor in charge of the Prosecutions Division of the ICC since 2004. ","Banjul, The Gambia","January 31, 1961",59,She
90,Thelma Aldana,ICONS,2017,https://time.com//collection/2017-time-100/4736293/thelma-aldana/,Null,Null,"Born: September 27, 1955 (age 65 years), Gualán, Guatemala","Thelma Esperanza Aldana Hernández is a Guatemalan jurist and politician, former President of the Supreme Court and former Attorney General. ","Gualán, Guatemala","September 27, 1955",65,
91,Fan Bingbing,ICONS,2017,https://time.com//collection/2017-time-100/4736259/fan-bingbing/,Null,Null,"Born: September 16, 1981 (age 39 years), Qingdao, China","Fan Bingbing is a Chinese actress, model, television producer and singer. Since 2013, Fan has been listed as the highest-paid celebrity in the Forbes China Celebrity 100 list for four years in a row after ranking in the top 10 every year since 2006. ","Qingdao, China","September 16, 1981",39,
92,Viola Davis,ICONS,2017,https://time.com//collection/2017-time-100/4736294/viola-davis/,Null,Null,Upcoming movie: The Suicide Squad Trending,"Viola Davis is an American actress and producer. Having won an Academy Award, an Emmy Award, and two Tony Awards, she is the first African-American actress to achieve the ""Triple Crown of Acting"". Time magazine named her one of the 100 most influential people in the world in 2012 and 2017. ",,,,she
93,Raed Saleh,ICONS,2017,https://time.com//collection/2017-time-100/4736289/raed-saleh/,Null,Null,"Born: June 10, 1977 (age 43 years), West Bank, Palestine",Null,"West Bank, Palestine","June 10, 1977",43,
94,Cindy Arlette Contreras Bautista,ICONS,2017,https://time.com//collection/2017-time-100/4736245/cindy-arlette-contreras-bautista/,Null,Null,"Born: June 26, 1990 (age 30 years), Ayacucho, Peru","Cindy Arlette Contreras Bautista is a Peruvian lawyer and social activist. She is an International Women of Courage Award recipient, and was also included in the TIME 100 list of the most influential people. ","Ayacucho, Peru","June 26, 1990",30,She
